iso	country	year	eq_tr	r_eq_tr	housing_tr	r_housing_tr	dc
GBR	UK	1954	0.48616	0.45287	0.03344	0.01029	0.03690
GBR	UK	1955	0.10863	0.05513	0.10252	0.04931	0.03624
GBR	UK	1956	-0.09164	-0.13623	0.16309	0.10599	0.00000
GBR	UK	1957	-0.00948	-0.04613	0.07859	0.03868	0.01509
GBR	UK	1958	0.47742	0.43610	0.08701	0.05661	0.02331
GBR	UK	1959	0.54862	0.53940	0.07107	0.06469	0.03638
GBR	UK	1960	0.01839	0.01036	0.11388	0.10510	0.02900
GBR	UK	1961	0.01813	-0.01393	0.15867	0.12218	0.01304
GBR	UK	1962	0.00379	-0.03666	0.11651	0.07152	0.01230
GBR	UK	1963	0.19808	0.17337	0.12194	0.09880	0.03547
GBR	UK	1964	-0.05410	-0.08369	0.11316	0.07834	0.02493
GBR	UK	1965	0.11174	0.06635	0.13670	0.09028	0.00454
GBR	UK	1966	-0.03841	-0.07539	0.09562	0.05348	0.01218
GBR	UK	1967	0.34190	0.31246	0.10102	0.07686	0.01877
GBR	UK	1968	0.48195	0.42500	0.11874	0.07574	0.02349
GBR	UK	1969	-0.11873	-0.16229	0.11289	0.05789	0.00050
GBR	UK	1970	-0.03486	-0.09392	0.09770	0.03052	0.02491
GBR	UK	1971	0.46602	0.33987	0.17174	0.07091	0.02718
GBR	UK	1972	0.16374	0.08567	0.37924	0.28671	0.05858
GBR	UK	1973	-0.28001	-0.34155	0.40513	0.28503	0.05084
GBR	UK	1974	-0.50195	-0.56965	0.11682	-0.03499	-0.01448
GBR	UK	1975	1.49607	1.03428	0.09056	-0.11120	-0.00153
GBR	UK	1976	0.02326	-0.11526	0.13289	-0.02048	0.00413
GBR	UK	1977	0.48560	0.29247	0.10626	-0.03755	-0.00370
GBR	UK	1978	0.08666	0.01111	0.20207	0.11849	0.05140
GBR	UK	1979	0.11481	0.00098	0.32885	0.19316	0.04434
GBR	UK	1980	0.34833	0.17089	0.25195	0.08719	-0.00238
GBR	UK	1981	0.13627	0.01626	0.09379	-0.02174	-0.00199
GBR	UK	1982	0.28492	0.18852	0.06510	-0.01481	0.00793
GBR	UK	1983	0.28779	0.22723	0.16181	0.10717	0.03909
GBR	UK	1984	0.31574	0.26200	0.13128	0.08508	0.01973
GBR	UK	1985	0.20137	0.14501	0.13268	0.07954	0.03349
GBR	UK	1986	0.27218	0.23122	0.17937	0.14140	0.06023
GBR	UK	1987	0.08651	0.05277	0.20637	0.16891	0.04974
GBR	UK	1988	0.11484	0.07445	0.28883	0.24213	0.07034
GBR	UK	1989	0.35468	0.28726	0.24140	0.17962	0.03063
GBR	UK	1990	-0.09611	-0.15503	0.01664	-0.04963	0.00436
GBR	UK	1991	0.20805	0.12343	0.01869	-0.05267	-0.01949
GBR	UK	1992	0.19889	0.14988	-0.00279	-0.04355	0.00163
GBR	UK	1993	0.27548	0.24429	0.01652	-0.00833	0.02422
GBR	UK	1994	-0.05950	-0.07774	0.06820	0.04747	0.02435
GBR	UK	1995	0.23021	0.19838	0.05243	0.02520	0.01328
GBR	UK	1996	0.15810	0.13095	0.02471	0.00069	0.03533
GBR	UK	1997	0.23567	0.21353	0.10921	0.08933	0.03140
GBR	UK	1998	0.13674	0.11931	0.12077	0.10358	0.03372
GBR	UK	1999	0.23799	0.22176	0.11725	0.10259	0.04193
GBR	UK	2000	-0.05940	-0.06684	0.18020	0.17087	0.03978
GBR	UK	2001	-0.13220	-0.14277	0.14250	0.12858	0.02728
GBR	UK	2002	-0.22260	-0.23227	0.21859	0.20344	0.03235
GBR	UK	2003	0.20176	0.18561	0.22209	0.20568	0.02657
GBR	UK	2004	0.12595	0.11102	0.17930	0.16367	0.03146
GBR	UK	2005	0.21644	0.19192	0.08248	0.06067	0.01166
GBR	UK	2006	0.16432	0.13782	0.07291	0.04850	0.01674
GBR	UK	2007	0.05082	0.02696	0.10657	0.08145	0.01715
GBR	UK	2008	-0.29751	-0.32193	-0.01276	-0.04708	0.00020
GBR	UK	2009	0.28952	0.26219	-0.07465	-0.09427	-0.03939
GBR	UK	2010	0.14158	0.10513	0.08503	0.05039	0.00203
GBR	UK	2011	-0.03427	-0.07554	0.00756	-0.03549	-0.00883
GBR	UK	2012	0.12146	0.09061	0.03104	0.00268	0.01007
GBR	UK	2013	0.20538	0.17524	0.06411	0.03750	0.01930
GBR	UK	2014	0.01195	-0.00262	0.12826	0.11201	0.01575
GBR	UK	2015	0.01100	0.01059	0.09322	0.09279	0.02174
USA	USA	1950	0.28295	0.26944	0.08022	0.06885	0.04614
USA	USA	1951	0.25671	0.16425	0.10632	0.02493	-0.00116
USA	USA	1952	0.17258	0.14639	0.09003	0.06568	0.01428
USA	USA	1953	0.00922	0.00161	0.16012	0.15138	0.03036
USA	USA	1954	0.47040	0.46511	0.05066	0.04688	0.00260
USA	USA	1955	0.34430	0.34777	0.04824	0.05095	0.05357
USA	USA	1956	0.06194	0.04651	0.04863	0.03340	0.01088
USA	USA	1957	-0.09302	-0.12278	0.07517	0.03989	0.00646
USA	USA	1958	0.36970	0.33330	0.06175	0.03354	-0.00895
USA	USA	1959	0.13834	0.12783	0.04692	0.03725	0.03829
USA	USA	1960	-0.00525	-0.01988	0.05446	0.03896	0.01149
USA	USA	1961	0.29859	0.28484	0.05454	0.04337	0.00391
USA	USA	1962	-0.09716	-0.10765	0.06145	0.04911	0.03346
USA	USA	1963	0.22047	0.20533	0.06107	0.04791	0.02639
USA	USA	1964	0.16570	0.15049	0.06649	0.05257	0.04491
USA	USA	1965	0.12494	0.10746	0.06463	0.04809	0.04938
USA	USA	1966	-0.08209	-0.10873	0.06815	0.03714	0.04422
USA	USA	1967	0.20767	0.17496	0.06625	0.03736	0.01867
USA	USA	1968	0.14974	0.10292	0.08221	0.03815	0.04631
USA	USA	1969	-0.11484	-0.16048	0.11985	0.06211	0.02697
USA	USA	1970	0.02283	-0.03401	0.13493	0.07187	0.01136
USA	USA	1971	0.13537	0.08933	0.10859	0.06363	0.02514
USA	USA	1972	0.21660	0.17804	0.09427	0.05959	0.04922
USA	USA	1973	-0.16460	-0.21380	0.07499	0.01167	0.03870
USA	USA	1974	-0.25438	-0.32834	0.13248	0.02015	-0.01691
USA	USA	1975	0.37737	0.26200	0.16200	0.06467	0.01299
USA	USA	1976	0.22604	0.15911	0.12916	0.06751	0.04457
USA	USA	1977	-0.05931	-0.11647	0.17427	0.10292	0.03177
USA	USA	1978	0.07845	0.00200	0.19539	0.11065	0.03273
USA	USA	1979	0.18042	0.07818	0.18832	0.08540	0.01314
USA	USA	1980	0.29555	0.16508	0.13124	0.01731	-0.01249
USA	USA	1981	-0.02300	-0.10728	0.10307	0.00791	0.00439
USA	USA	1982	0.18150	0.11422	0.08720	0.02528	0.00447
USA	USA	1983	0.23020	0.17981	0.09468	0.04984	0.04685
USA	USA	1984	0.04641	0.00461	0.10084	0.05686	0.04342
USA	USA	1985	0.30821	0.26478	0.11024	0.07338	0.04215
USA	USA	1986	0.23917	0.21786	0.12733	0.10794	0.03080
USA	USA	1987	0.00487	-0.02855	0.12215	0.08483	0.02405
USA	USA	1988	0.18776	0.14635	0.10977	0.07108	0.03093
USA	USA	1989	0.30076	0.24627	0.10848	0.06205	0.01852
USA	USA	1990	-0.02226	-0.06821	0.08613	0.03509	0.00897
USA	USA	1991	0.21889	0.17610	0.07414	0.03644	-0.01181
USA	USA	1992	0.15320	0.12522	0.08322	0.05694	0.01860
USA	USA	1993	0.09845	0.07144	0.07840	0.05188	0.01996
USA	USA	1994	0.00517	-0.01539	0.08086	0.05875	0.02478
USA	USA	1995	0.38043	0.34796	0.08570	0.06016	0.01490
USA	USA	1996	0.23363	0.20163	0.08982	0.06155	0.02227
USA	USA	1997	0.31567	0.28783	0.08861	0.06558	0.02539
USA	USA	1998	0.25342	0.23667	0.10623	0.09145	0.03793
USA	USA	1999	0.21455	0.18922	0.10303	0.08003	0.03875
USA	USA	2000	-0.05703	-0.08798	0.11725	0.08058	0.03504
USA	USA	2001	-0.12793	-0.15207	0.12704	0.09584	0.01430
USA	USA	2002	-0.20061	-0.21301	0.11397	0.09668	0.01651
USA	USA	2003	0.22115	0.19403	0.11118	0.08650	0.01897
USA	USA	2004	0.12771	0.09805	0.14053	0.11053	0.02634
USA	USA	2005	0.07095	0.03586	0.15761	0.11969	0.02240
USA	USA	2006	0.14201	0.10616	0.11353	0.07857	0.02188
USA	USA	2007	0.06391	0.03457	0.05242	0.02340	0.00752
USA	USA	2008	-0.38755	-0.41020	-0.00605	-0.04282	-0.01128
USA	USA	2009	0.29084	0.29535	-0.00851	-0.00505	-0.01470
USA	USA	2010	0.13858	0.12010	0.00794	-0.00842	0.01069
USA	USA	2011	0.02273	-0.00852	0.01365	-0.01732	0.00960
USA	USA	2012	0.16908	0.14483	0.05210	0.03028	0.00624
USA	USA	2013	0.29564	0.27672	0.12796	0.11150	0.00784
USA	USA	2014	0.15817	0.13888	0.10633	0.08790	0.01939
USA	USA	2015	0.02103	0.01927	0.10648	0.10458	0.02491
